SITE	BESTPROB	takifugu_rubripes1	takifugu_rubripes2	tetraodon_nigroviridis1	tetraodon_nigroviridis2	gasterosteus_aculeatus1	gasterosteus_aculeatus2	xiphophorus_maculatus1	xiphophorus_maculatus2	oryzias_latipes1	oryzias_latipes2	oreochromis_niloticus1	oreochromis_niloticus2	danio_rerio1	danio_rerio2	astyanax_mexicanus1	astyanax_mexicanus2
1680	0.855265	NONE	ENSTRUG00000016422	NONE	ENSTNIG00000005346	NONE	ENSGACG00000009163	NONE	ENSXMAG00000008494	NONE	ENSORLG00000003109	NONE	ENSONIG00000000912	NONE	ENSDARG00000012261	NONE	ENSAMXG00000000568
1681	0.84804	NONE	ENSTRUG00000016452	ENSTNIG00000000149	ENSTNIG00000005345	NONE	ENSGACG00000009243	NONE	ENSXMAG00000008492	ENSORLG00000004518	ENSORLG00000003042	ENSONIG00000016318	ENSONIG00000000910	NONE	ENSDARG00000077563	NONE	ENSAMXG00000000571
1682	0.734229	ENSTRUG00000011841	ENSTRUG00000016476	NONE	ENSTNIG00000019719	ENSGACG00000006059	ENSGACG00000009280	NONE	ENSXMAG00000008471	ENSORLG00000008245	ENSORLG00000003007	ENSONIG00000016266	ENSONIG00000000900	NONE	ENSDARG00000013307	ENSAMXG00000020280	ENSAMXG00000000575
1683	0.758341	NONE	ENSTRUG00000016537	ENSTNIG00000014418	ENSTNIG00000003017	ENSGACG00000003561	ENSGACG00000009381	ENSXMAG00000017708	ENSXMAG00000008436	ENSORLG00000011668	NONE	ENSONIG00000018295	ENSONIG00000000877	NONE	ENSDARG00000057867	NONE	ENSAMXG00000006323
1684	0.762232	ENSTRUG00000002587	NONE	ENSTNIG00000014420	NONE	ENSGACG00000003544	NONE	ENSXMAG00000017703	NONE	ENSORLG00000011638	NONE	ENSONIG00000018298	NONE	ENSDARG00000099954	NONE	ENSAMXG00000021334	NONE
1685	0.664731	ENSTRUG00000000432	NONE	ENSTNIG00000014422	ENSTNIG00000005129	ENSGACG00000003521	NONE	ENSXMAG00000017679	ENSXMAG00000012780	ENSORLG00000011619	NONE	ENSONIG00000009190	NONE	ENSDARG00000098738	ENSDARG00000034588	ENSAMXG00000021306	NONE
1686	0.494927	NONE	ENSTRUG00000016563	NONE	ENSTNIG00000014952	ENSGACG00000015291	ENSGACG00000009415	ENSXMAG00000014404	ENSXMAG00000008387	ENSORLG00000018561	ENSORLG00000002890	ENSONIG00000008054	ENSONIG00000000860	ENSDARG00000079572	ENSDARG00000052957	ENSAMXG00000006275	ENSAMXG00000017880
1687	0.830195	NONE	ENSTRUG00000016574	NONE	ENSTNIG00000014951	NONE	ENSGACG00000009436	NONE	ENSXMAG00000008367	NONE	ENSORLG00000002870	NONE	ENSONIG00000000855	NONE	ENSDARG00000052966	NONE	ENSAMXG00000017886
1688	0.530214	ENSTRUG00000008425	NONE	ENSTNIG00000018915	NONE	ENSGACG00000006847	NONE	ENSXMAG00000007797	NONE	ENSORLG00000005263	NONE	NONE	ENSONIG00000000847	ENSDARG00000102056	NONE	ENSAMXG00000006250	NONE
1689	0.832424	NONE	ENSTRUG00000016603	NONE	ENSTNIG00000014947	NONE	ENSGACG00000009522	NONE	ENSXMAG00000008324	NONE	ENSORLG00000002812	NONE	ENSONIG00000000846	NONE	ENSDARG00000059743	NONE	ENSAMXG00000015194
1690	0.81962	ENSTRUG00000008321	ENSTRUG00000016607	ENSTNIG00000018916	ENSTNIG00000014946	ENSGACG00000006851	ENSGACG00000009533	ENSXMAG00000007792	ENSXMAG00000008319	ENSORLG00000005281	ENSORLG00000002805	ENSONIG00000016452	ENSONIG00000000844	ENSDARG00000062672	ENSDARG00000059747	ENSAMXG00000006247	ENSAMXG00000015176
1691	0.807645	ENSTRUG00000008207	ENSTRUG00000016619	ENSTNIG00000018917	ENSTNIG00000016430	ENSGACG00000006858	ENSGACG00000009536	ENSXMAG00000007779	ENSXMAG00000008317	ENSORLG00000005292	ENSORLG00000002799	ENSONIG00000016453	ENSONIG00000000839	ENSDARG00000035910	ENSDARG00000000567	ENSAMXG00000006245	ENSAMXG00000015147
1692	0.859108	NONE	ENSTRUG00000016674	NONE	ENSTNIG00000004268	NONE	ENSGACG00000009576	NONE	ENSXMAG00000008279	NONE	ENSORLG00000002620	NONE	ENSONIG00000000816	NONE	ENSDARG00000056468	NONE	ENSAMXG00000015407
1693	0.859185	ENSTRUG00000005619	NONE	ENSTNIG00000018920	NONE	ENSGACG00000006910	NONE	ENSXMAG00000016945	NONE	ENSORLG00000005441	NONE	ENSONIG00000016461	NONE	ENSDARG00000015315	NONE	ENSAMXG00000012111	NONE
1694	0.859185	NONE	ENSTRUG00000016679	NONE	ENSTNIG00000004269	NONE	ENSGACG00000009587	NONE	ENSXMAG00000008276	NONE	ENSORLG00000002612	NONE	ENSONIG00000000814	NONE	ENSDARG00000056467	NONE	ENSAMXG00000015391
1695	0.859142	ENSTRUG00000005247	NONE	ENSTNIG00000018921	NONE	ENSGACG00000006989	NONE	ENSXMAG00000016961	NONE	ENSORLG00000005467	NONE	ENSONIG00000016465	NONE	ENSDARG00000088877	NONE	ENSAMXG00000012109	NONE
1696	0.848067	NONE	ENSTRUG00000016684	ENSTNIG00000018922	ENSTNIG00000004270	ENSGACG00000007000	ENSGACG00000009590	ENSXMAG00000016988	ENSXMAG00000008271	ENSORLG00000005478	ENSORLG00000002605	NONE	ENSONIG00000000812	NONE	ENSDARG00000029331	ENSAMXG00000012107	ENSAMXG00000015373
1697	0.814348	NONE	ENSTRUG00000016704	ENSTNIG00000018923	ENSTNIG00000004222	ENSGACG00000007018	ENSGACG00000009622	ENSXMAG00000017002	ENSXMAG00000008209	ENSORLG00000005495	ENSORLG00000002557	ENSONIG00000016469	ENSONIG00000000778	ENSDARG00000024560	ENSDARG00000012881	ENSAMXG00000012104	NONE
1698	0.829902	ENSTRUG00000001323	NONE	ENSTNIG00000018924	ENSTNIG00000001010	ENSGACG00000007042	NONE	ENSXMAG00000017049	ENSXMAG00000008204	ENSORLG00000005509	ENSORLG00000002533	ENSONIG00000016473	ENSONIG00000000775	ENSDARG00000089223	ENSDARG00000088708	ENSAMXG00000012101	NONE
1699	0.831299	ENSTRUG00000001646	ENSTRUG00000011302	ENSTNIG00000018928	ENSTNIG00000014939	ENSGACG00000007088	ENSGACG00000009722	ENSXMAG00000018332	ENSXMAG00000008183	ENSORLG00000005637	ENSORLG00000002487	ENSONIG00000011581	ENSONIG00000000748	ENSDARG00000002546	ENSDARG00000007245	ENSAMXG00000000256	NONE
1700	0.859113	NONE	ENSTRUG00000011142	NONE	ENSTNIG00000014938	NONE	ENSGACG00000009738	NONE	ENSXMAG00000008169	NONE	ENSORLG00000002442	NONE	ENSONIG00000000741	NONE	ENSDARG00000037930	NONE	ENSAMXG00000011273
1701	0.859185	ENSTRUG00000002272	NONE	ENSTNIG00000018929	NONE	ENSGACG00000007096	NONE	ENSXMAG00000018361	NONE	ENSORLG00000005645	NONE	ENSONIG00000011572	NONE	ENSDARG00000018418	NONE	ENSAMXG00000000257	NONE
1702	0.859186	NONE	ENSTRUG00000011020	NONE	ENSTNIG00000014937	NONE	ENSGACG00000009767	NONE	ENSXMAG00000008160	NONE	ENSORLG00000002426	NONE	ENSONIG00000000738	NONE	ENSDARG00000037929	NONE	ENSAMXG00000011378
1703	0.859186	ENSTRUG00000004051	NONE	ENSTNIG00000018930	NONE	ENSGACG00000007104	NONE	ENSXMAG00000018376	NONE	ENSORLG00000005652	NONE	ENSONIG00000011570	NONE	ENSDARG00000062943	NONE	ENSAMXG00000000255	NONE
1704	0.859186	NONE	ENSTRUG00000010417	NONE	ENSTNIG00000014935	NONE	ENSGACG00000009795	NONE	ENSXMAG00000008111	NONE	ENSORLG00000002357	NONE	ENSONIG00000000728	NONE	ENSDARG00000060348	NONE	ENSAMXG00000011593
1705	0.859185	NONE	ENSTRUG00000009954	NONE	ENSTNIG00000014934	NONE	ENSGACG00000009804	NONE	ENSXMAG00000008088	NONE	ENSORLG00000002346	NONE	ENSONIG00000000724	NONE	ENSDARG00000025301	NONE	ENSAMXG00000011617
1706	0.858853	NONE	ENSTRUG00000009514	ENSTNIG00000018931	ENSTNIG00000014933	NONE	ENSGACG00000009821	ENSXMAG00000018383	ENSXMAG00000008073	NONE	ENSORLG00000002317	ENSONIG00000011568	ENSONIG00000000710	ENSDARG00000010296	ENSDARG00000001803	ENSAMXG00000000254	ENSAMXG00000011735
1707	0.858998	NONE	ENSTRUG00000009387	NONE	ENSTNIG00000014932	ENSGACG00000007116	ENSGACG00000009828	NONE	ENSXMAG00000008052	NONE	ENSORLG00000002269	ENSONIG00000011567	ENSONIG00000000706	NONE	ENSDARG00000054355	NONE	ENSAMXG00000011827
1708	0.859184	ENSTRUG00000004330	NONE	ENSTNIG00000018932	NONE	ENSGACG00000007160	NONE	ENSXMAG00000018390	NONE	ENSORLG00000005702	NONE	ENSONIG00000011537	NONE	ENSDARG00000026294	NONE	ENSAMXG00000000253	NONE
1709	0.859185	ENSTRUG00000010719	NONE	ENSTNIG00000018572	NONE	ENSGACG00000013839	NONE	ENSXMAG00000018287	NONE	ENSORLG00000005379	NONE	ENSONIG00000001538	NONE	ENSDARG00000014420	NONE	ENSAMXG00000000687	NONE
1710	0.85896	ENSTRUG00000010469	NONE	ENSTNIG00000018571	NONE	ENSGACG00000013828	NONE	ENSXMAG00000018292	NONE	ENSORLG00000005398	NONE	ENSONIG00000001542	NONE	ENSDARG00000004470	NONE	ENSAMXG00000000666	NONE
1711	0.858593	NONE	ENSTRUG00000009192	NONE	ENSTNIG00000014931	NONE	ENSGACG00000013694	NONE	ENSXMAG00000008033	NONE	ENSORLG00000002246	NONE	ENSONIG00000009857	NONE	ENSDARG00000054362	NONE	ENSAMXG00000011945
1712	0.418066	ENSTRUG00000007092	ENSTRUG00000013986	ENSTNIG00000018561	ENSTNIG00000008263	ENSGACG00000009875	ENSGACG00000016561	ENSXMAG00000018010	NONE	ENSORLG00000005795	ENSORLG00000009484	ENSONIG00000001613	ENSONIG00000011237	ENSDARG00000077847	NONE	ENSAMXG00000009951	ENSAMXG00000007004
1713	0.419502	ENSTRUG00000005692	ENSTRUG00000014058	ENSTNIG00000018560	ENSTNIG00000008262	ENSGACG00000009896	ENSGACG00000016535	ENSXMAG00000017753	NONE	ENSORLG00000005829	ENSORLG00000009538	ENSONIG00000001614	ENSONIG00000011209	ENSDARG00000098294	NONE	ENSAMXG00000009963	ENSAMXG00000006785
1714	0.784046	ENSTRUG00000005536	ENSTRUG00000014748	ENSTNIG00000001228	ENSTNIG00000008261	ENSGACG00000009914	ENSGACG00000016530	ENSXMAG00000017749	NONE	ENSORLG00000005853	ENSORLG00000009566	ENSONIG00000001642	NONE	ENSDARG00000028048	NONE	ENSAMXG00000014765	NONE
1715	0.859094	ENSTRUG00000004154	NONE	ENSTNIG00000018559	NONE	ENSGACG00000009926	NONE	ENSXMAG00000002362	NONE	ENSORLG00000005980	NONE	ENSONIG00000001645	NONE	ENSDARG00000052139	NONE	ENSAMXG00000017646	NONE
1716	0.858927	NONE	ENSTRUG00000015916	NONE	ENSTNIG00000001966	ENSGACG00000009946	ENSGACG00000019878	NONE	ENSXMAG00000013830	ENSORLG00000006007	ENSORLG00000010244	NONE	ENSONIG00000003834	ENSDARG00000075015	ENSDARG00000089879	ENSAMXG00000017632	ENSAMXG00000012000
1717	0.859184	ENSTRUG00000003884	NONE	ENSTNIG00000018557	NONE	ENSGACG00000009952	NONE	ENSXMAG00000002420	NONE	ENSORLG00000006019	NONE	ENSONIG00000001686	NONE	ENSDARG00000039116	NONE	ENSAMXG00000017630	NONE
1718	0.830357	ENSTRUG00000014764	NONE	ENSTNIG00000004330	NONE	ENSGACG00000010106	NONE	ENSXMAG00000013430	ENSXMAG00000013838	ENSORLG00000006490	NONE	ENSONIG00000001867	ENSONIG00000003825	ENSDARG00000078904	NONE	ENSAMXG00000017585	NONE
1719	0.829891	ENSTRUG00000014744	ENSTRUG00000015976	ENSTNIG00000004329	ENSTNIG00000003514	ENSGACG00000010121	ENSGACG00000019874	NONE	ENSXMAG00000013835	ENSORLG00000006496	ENSORLG00000010296	ENSONIG00000001874	ENSONIG00000003833	ENSDARG00000042338	ENSDARG00000042561	ENSAMXG00000017570	NONE
1720	0.85918	NONE	ENSTRUG00000011502	NONE	ENSTNIG00000014105	NONE	ENSGACG00000018785	NONE	ENSXMAG00000012092	NONE	ENSORLG00000017573	NONE	ENSONIG00000016362	NONE	ENSDARG00000052035	NONE	ENSAMXG00000001376
1721	0.858757	ENSTRUG00000014475	ENSTRUG00000011296	ENSTNIG00000018551	NONE	ENSGACG00000010165	ENSGACG00000018780	ENSXMAG00000013284	ENSXMAG00000012071	ENSORLG00000006626	ENSORLG00000014976	ENSONIG00000001893	ENSONIG00000016358	ENSDARG00000073974	ENSDARG00000058270	ENSAMXG00000017533	ENSAMXG00000001356
1722	0.859091	ENSTRUG00000014455	NONE	ENSTNIG00000018550	NONE	ENSGACG00000010192	NONE	ENSXMAG00000013279	NONE	ENSORLG00000006638	NONE	ENSONIG00000001901	NONE	ENSDARG00000021233	NONE	ENSAMXG00000017526	NONE
1723	0.851075	ENSTRUG00000014236	NONE	ENSTNIG00000018546	NONE	ENSGACG00000010217	ENSGACG00000018778	ENSXMAG00000013238	ENSXMAG00000012028	ENSORLG00000006698	ENSORLG00000015010	ENSONIG00000001905	ENSONIG00000016350	ENSDARG00000006240	ENSDARG00000104949	ENSAMXG00000017496	NONE
1724	0.69328	ENSTRUG00000013918	ENSTRUG00000011525	NONE	ENSTNIG00000014104	ENSGACG00000010280	ENSGACG00000018787	ENSXMAG00000013192	ENSXMAG00000012099	ENSORLG00000006751	NONE	ENSONIG00000001920	ENSONIG00000016364	ENSDARG00000089292	NONE	ENSAMXG00000015727	NONE
1725	0.682526	NONE	ENSTRUG00000011963	NONE	ENSTNIG00000014102	NONE	ENSGACG00000018792	NONE	ENSXMAG00000012144	NONE	ENSORLG00000014955	NONE	ENSONIG00000016377	ENSDARG00000031325	ENSDARG00000017255	ENSAMXG00000015756	NONE
1726	0.674232	ENSTRUG00000013442	ENSTRUG00000012106	ENSTNIG00000010452	ENSTNIG00000014101	ENSGACG00000010312	ENSGACG00000018797	ENSXMAG00000013164	ENSXMAG00000012169	ENSORLG00000006841	ENSORLG00000014929	ENSONIG00000001933	ENSONIG00000016381	ENSDARG00000069937	ENSDARG00000103054	ENSAMXG00000015784	NONE
1727	0.858936	ENSTRUG00000012977	NONE	ENSTNIG00000010447	NONE	ENSGACG00000010401	NONE	ENSXMAG00000013106	NONE	ENSORLG00000006972	NONE	ENSONIG00000001958	NONE	ENSDARG00000104483	NONE	ENSAMXG00000017092	NONE
1728	0.858242	ENSTRUG00000012934	ENSTRUG00000005217	ENSTNIG00000010446	ENSTNIG00000014090	ENSGACG00000010423	ENSGACG00000018800	ENSXMAG00000013097	ENSXMAG00000012257	ENSORLG00000006991	ENSORLG00000014876	ENSONIG00000001959	ENSONIG00000016394	ENSDARG00000099383	ENSDARG00000041394	ENSAMXG00000017123	ENSAMXG00000019423
1729	0.858313	ENSTRUG00000012849	ENSTRUG00000004571	ENSTNIG00000010445	ENSTNIG00000014091	ENSGACG00000010428	ENSGACG00000018810	ENSXMAG00000013071	ENSXMAG00000012269	ENSORLG00000007004	ENSORLG00000014859	ENSONIG00000001962	ENSONIG00000016397	ENSDARG00000101585	ENSDARG00000025904	ENSAMXG00000017137	ENSAMXG00000019426
1730	0.859151	NONE	ENSTRUG00000004555	NONE	ENSTNIG00000014092	NONE	ENSGACG00000018831	NONE	ENSXMAG00000012293	NONE	ENSORLG00000014844	NONE	ENSONIG00000016402	NONE	ENSDARG00000033789	NONE	ENSAMXG00000019429
1731	0.823368	ENSTRUG00000012732	NONE	ENSTNIG00000010443	ENSTNIG00000014041	ENSGACG00000010454	ENSGACG00000018837	ENSXMAG00000013019	ENSXMAG00000012340	ENSORLG00000007028	ENSORLG00000014775	ENSONIG00000001970	ENSONIG00000016411	ENSDARG00000100349	ENSDARG00000016809	ENSAMXG00000017190	NONE
1732	0.78809	ENSTRUG00000012722	NONE	ENSTNIG00000010442	ENSTNIG00000014042	ENSGACG00000010463	ENSGACG00000018839	ENSXMAG00000012997	ENSXMAG00000012371	ENSORLG00000007041	ENSORLG00000014782	ENSONIG00000001980	NONE	ENSDARG00000101037	ENSDARG00000043713	ENSAMXG00000017225	NONE
1733	0.159711	ENSTRUG00000002160	ENSTRUG00000017618	ENSTNIG00000018059	ENSTNIG00000014108	NONE	ENSGACG00000018842	NONE	ENSXMAG00000012447	NONE	ENSORLG00000011326	ENSONIG00000016456	ENSONIG00000016413	ENSDARG00000001818	ENSDARG00000012694	NONE	ENSAMXG00000019600
1734	0.382425	ENSTRUG00000012675	NONE	ENSTNIG00000001963	NONE	NONE	ENSGACG00000009635	ENSXMAG00000012996	ENSXMAG00000012495	ENSORLG00000007053	NONE	ENSONIG00000016458	NONE	NONE	ENSDARG00000016301	ENSAMXG00000017246	ENSAMXG00000019693
1735	0.603903	ENSTRUG00000012066	ENSTRUG00000014346	ENSTNIG00000010439	ENSTNIG00000012358	ENSGACG00000010535	ENSGACG00000018868	ENSXMAG00000012984	ENSXMAG00000012523	ENSORLG00000007082	NONE	ENSONIG00000001985	ENSONIG00000016459	NONE	ENSDARG00000036272	ENSAMXG00000017308	NONE
1736	0.859121	ENSTRUG00000011986	NONE	ENSTNIG00000000145	NONE	ENSGACG00000010548	NONE	ENSXMAG00000012974	NONE	ENSORLG00000007100	NONE	ENSONIG00000001995	NONE	ENSDARG00000038770	NONE	ENSAMXG00000017356	NONE
1737	0.859174	ENSTRUG00000011749	NONE	ENSTNIG00000010437	NONE	ENSGACG00000010562	NONE	ENSXMAG00000012955	NONE	ENSORLG00000007152	NONE	ENSONIG00000001996	NONE	ENSDARG00000020960	NONE	ENSAMXG00000017371	NONE
1738	0.859155	ENSTRUG00000011565	NONE	ENSTNIG00000010435	NONE	ENSGACG00000010598	NONE	ENSXMAG00000012923	NONE	ENSORLG00000007182	NONE	ENSONIG00000002009	NONE	ENSDARG00000077698	NONE	ENSAMXG00000017411	NONE
1739	0.843617	ENSTRUG00000011511	NONE	ENSTNIG00000010434	NONE	NONE	ENSGACG00000018881	NONE	ENSXMAG00000012593	ENSORLG00000007188	NONE	ENSONIG00000002013	NONE	NONE	ENSDARG00000026383	NONE	ENSAMXG00000002572
1740	0.822148	ENSTRUG00000011398	ENSTRUG00000005396	ENSTNIG00000010433	NONE	ENSGACG00000010630	ENSGACG00000018890	NONE	ENSXMAG00000012598	ENSORLG00000007197	NONE	ENSONIG00000002015	ENSONIG00000016470	ENSDARG00000078953	ENSDARG00000004633	ENSAMXG00000017422	NONE
1741	0.858045	ENSTRUG00000006805	NONE	ENSTNIG00000008685	NONE	ENSGACG00000007586	NONE	ENSXMAG00000002582	NONE	ENSORLG00000007699	NONE	ENSONIG00000018349	NONE	ENSDARG00000014101	NONE	ENSAMXG00000002255	NONE
1742	0.85782	ENSTRUG00000006738	NONE	ENSTNIG00000001303	NONE	ENSGACG00000007620	NONE	ENSXMAG00000002598	NONE	ENSORLG00000007675	NONE	ENSONIG00000018353	ENSONIG00000000297	ENSDARG00000039082	NONE	ENSAMXG00000002259	NONE
1743	0.85713	ENSTRUG00000006359	ENSTRUG00000006290	ENSTNIG00000008684	ENSTNIG00000014084	ENSGACG00000007635	NONE	ENSXMAG00000002602	ENSXMAG00000012635	ENSORLG00000007662	ENSORLG00000011443	ENSONIG00000018355	ENSONIG00000017669	ENSDARG00000025089	NONE	ENSAMXG00000002265	NONE
1744	0.856707	ENSTRUG00000006008	ENSTRUG00000006661	ENSTNIG00000008683	ENSTNIG00000014083	ENSGACG00000007647	ENSGACG00000018906	ENSXMAG00000002622	ENSXMAG00000012661	ENSORLG00000007646	ENSORLG00000011469	ENSONIG00000018358	ENSONIG00000017670	ENSDARG00000102517	ENSDARG00000059826	ENSAMXG00000002275	ENSAMXG00000011545
1745	0.857046	ENSTRUG00000005925	ENSTRUG00000006964	ENSTNIG00000008682	NONE	ENSGACG00000007656	ENSGACG00000018915	ENSXMAG00000002635	ENSXMAG00000012682	ENSORLG00000007628	ENSORLG00000011477	ENSONIG00000018362	ENSONIG00000017672	ENSDARG00000105099	ENSDARG00000036295	ENSAMXG00000002292	ENSAMXG00000011417
1746	0.858136	ENSTRUG00000005773	NONE	ENSTNIG00000008681	NONE	ENSGACG00000007665	NONE	ENSXMAG00000002638	NONE	ENSORLG00000007621	NONE	ENSONIG00000018364	NONE	ENSDARG00000039041	NONE	ENSAMXG00000002296	NONE
1747	0.858137	NONE	ENSTRUG00000012865	NONE	ENSTNIG00000013719	NONE	ENSGACG00000009418	NONE	ENSXMAG00000013529	NONE	ENSORLG00000019937	NONE	ENSONIG00000003862	NONE	ENSDARG00000045785	NONE	ENSAMXG00000011751
1748	0.858137	NONE	ENSTRUG00000003844	NONE	ENSTNIG00000013717	NONE	ENSGACG00000009378	NONE	ENSXMAG00000013506	NONE	ENSORLG00000019902	NONE	ENSONIG00000003870	NONE	ENSDARG00000062846	NONE	ENSAMXG00000011679
1749	0.858136	ENSTRUG00000005705	NONE	ENSTNIG00000008679	NONE	ENSGACG00000007680	NONE	ENSXMAG00000002641	NONE	ENSORLG00000007607	NONE	ENSONIG00000018365	NONE	ENSDARG00000074415	NONE	ENSAMXG00000002299	NONE
1750	0.858106	NONE	ENSTRUG00000003583	NONE	ENSTNIG00000013715	NONE	ENSGACG00000009345	NONE	ENSXMAG00000004994	NONE	ENSORLG00000019882	NONE	ENSONIG00000003875	NONE	ENSDARG00000045792	NONE	ENSAMXG00000011667
1751	0.858136	NONE	ENSTRUG00000017083	NONE	ENSTNIG00000016051	NONE	ENSGACG00000009342	NONE	ENSXMAG00000004999	NONE	ENSORLG00000019848	NONE	ENSONIG00000003881	NONE	ENSDARG00000070914	NONE	ENSAMXG00000011663
1752	0.858061	ENSTRUG00000011734	ENSTRUG00000017095	NONE	ENSTNIG00000016054	NONE	ENSGACG00000009214	NONE	ENSXMAG00000014420	NONE	ENSORLG00000019810	NONE	ENSONIG00000003887	NONE	ENSDARG00000030915	NONE	ENSAMXG00000011629
1753	0.858137	ENSTRUG00000004311	NONE	ENSTNIG00000008676	NONE	ENSGACG00000007709	NONE	ENSXMAG00000002655	NONE	ENSORLG00000007565	NONE	ENSONIG00000018370	NONE	ENSDARG00000062532	NONE	ENSAMXG00000001490	NONE
1754	0.858137	NONE	ENSTRUG00000017099	NONE	ENSTNIG00000016055	NONE	ENSGACG00000009210	NONE	ENSXMAG00000014447	NONE	ENSORLG00000019756	NONE	ENSONIG00000003893	NONE	ENSDARG00000051857	NONE	ENSAMXG00000011622
1755	0.858136	NONE	ENSTRUG00000017138	NONE	ENSTNIG00000016061	NONE	ENSGACG00000009061	NONE	ENSXMAG00000004456	NONE	ENSORLG00000019570	NONE	ENSONIG00000003906	NONE	ENSDARG00000041117	NONE	ENSAMXG00000000457
1756	0.858058	ENSTRUG00000004042	NONE	ENSTNIG00000008675	NONE	ENSGACG00000007740	NONE	ENSXMAG00000002677	NONE	ENSORLG00000007496	NONE	ENSONIG00000018374	NONE	ENSDARG00000076703	NONE	ENSAMXG00000001517	NONE
1757	0.858058	ENSTRUG00000013703	NONE	ENSTNIG00000008673	NONE	ENSGACG00000007762	NONE	ENSXMAG00000002683	NONE	ENSORLG00000007461	NONE	ENSONIG00000018377	NONE	ENSDARG00000057273	NONE	ENSAMXG00000001474	NONE
1758	0.858136	NONE	ENSTRUG00000008418	NONE	ENSTNIG00000010875	NONE	ENSGACG00000004580	NONE	ENSXMAG00000006934	NONE	ENSORLG00000000750	NONE	ENSONIG00000009321	NONE	ENSDARG00000016095	NONE	ENSAMXG00000012315
1759	0.858137	NONE	ENSTRUG00000008582	NONE	ENSTNIG00000010874	NONE	ENSGACG00000004585	NONE	ENSXMAG00000006941	NONE	ENSORLG00000000757	NONE	ENSONIG00000009323	NONE	ENSDARG00000078924	NONE	ENSAMXG00000012338
1760	0.858137	ENSTRUG00000013579	NONE	ENSTNIG00000008670	NONE	ENSGACG00000007799	NONE	ENSXMAG00000002722	NONE	ENSORLG00000019400	NONE	ENSONIG00000018400	NONE	ENSDARG00000012274	NONE	ENSAMXG00000001428	NONE
1761	0.858117	ENSTRUG00000013556	NONE	ENSTNIG00000008669	NONE	ENSGACG00000007851	NONE	ENSXMAG00000002744	NONE	ENSORLG00000019392	NONE	ENSONIG00000018414	NONE	ENSDARG00000057440	NONE	ENSAMXG00000001412	NONE
1762	0.796837	ENSTRUG00000009999	ENSTRUG00000008802	ENSTNIG00000014654	ENSTNIG00000010873	NONE	ENSGACG00000004594	ENSXMAG00000016579	NONE	NONE	ENSORLG00000000761	ENSONIG00000018922	ENSONIG00000009327	NONE	ENSDARG00000075468	NONE	ENSAMXG00000012368
1763	0.858055	ENSTRUG00000010028	NONE	ENSTNIG00000014655	NONE	ENSGACG00000001090	NONE	ENSXMAG00000016586	NONE	ENSORLG00000018287	NONE	ENSONIG00000018918	NONE	ENSDARG00000031216	NONE	ENSAMXG00000008667	NONE
1764	0.858136	NONE	ENSTRUG00000010213	NONE	ENSTNIG00000004166	NONE	ENSGACG00000004655	NONE	ENSXMAG00000004772	NONE	ENSORLG00000000865	NONE	ENSONIG00000009364	NONE	ENSDARG00000087071	NONE	ENSAMXG00000018597
1765	0.858132	NONE	ENSTRUG00000010488	NONE	ENSTNIG00000004165	NONE	ENSGACG00000004662	NONE	ENSXMAG00000004759	NONE	ENSORLG00000000880	NONE	ENSONIG00000009365	NONE	ENSDARG00000027403	NONE	ENSAMXG00000018583
1766	0.856962	ENSTRUG00000010284	ENSTRUG00000007176	ENSTNIG00000014658	ENSTNIG00000010889	ENSGACG00000001112	ENSGACG00000005072	ENSXMAG00000016660	ENSXMAG00000012600	ENSORLG00000018312	ENSORLG00000000267	ENSONIG00000018910	ENSONIG00000009225	NONE	ENSDARG00000075768	ENSAMXG00000008632	NONE
1767	0.858132	NONE	ENSTRUG00000006519	NONE	ENSTNIG00000010890	NONE	ENSGACG00000005124	NONE	ENSXMAG00000012558	NONE	ENSORLG00000000244	NONE	ENSONIG00000009218	NONE	ENSDARG00000061890	NONE	ENSAMXG00000012414
1768	0.858136	ENSTRUG00000010569	NONE	ENSTNIG00000014661	NONE	ENSGACG00000001151	NONE	ENSXMAG00000016701	NONE	ENSORLG00000018349	NONE	ENSONIG00000018905	NONE	ENSDARG00000046002	NONE	ENSAMXG00000008558	NONE
1769	0.857869	ENSTRUG00000010733	ENSTRUG00000006423	ENSTNIG00000014662	ENSTNIG00000010891	NONE	ENSGACG00000005166	NONE	ENSXMAG00000012549	ENSORLG00000018359	ENSORLG00000000208	ENSONIG00000018904	ENSONIG00000009217	NONE	ENSDARG00000056338	ENSAMXG00000008547	ENSAMXG00000012449
1770	0.858136	ENSTRUG00000010784	NONE	ENSTNIG00000014663	NONE	ENSGACG00000001156	NONE	ENSXMAG00000016723	NONE	ENSORLG00000018363	NONE	ENSONIG00000018902	NONE	ENSDARG00000087545	NONE	ENSAMXG00000008531	NONE
1771	0.855106	NONE	ENSTRUG00000001006	NONE	ENSTNIG00000001176	NONE	ENSGACG00000005356	ENSXMAG00000016753	NONE	ENSORLG00000018387	NONE	ENSONIG00000018900	ENSONIG00000006582	NONE	ENSDARG00000097606	NONE	ENSAMXG00000012471
1772	0.848595	ENSTRUG00000011123	ENSTRUG00000001017	ENSTNIG00000014666	ENSTNIG00000010907	ENSGACG00000001176	ENSGACG00000005341	ENSXMAG00000016759	ENSXMAG00000012232	ENSORLG00000018414	ENSORLG00000020159	NONE	ENSONIG00000006573	ENSDARG00000074332	ENSDARG00000074245	NONE	ENSAMXG00000012485
